pncp,orgao,assinatura,valor_global,duracao_dias,categoria,capital_social,idade_forn_anos,porte,simples,situacao_ativa,consorcio,razao_capital_valor,n_contratos_forn_dataset,n_termos_12m,rescindido_12m,acrescimo_12m,prazo_12m,label_adverso_12m,label_v1_sem_horizonte
00531640000128-2-000036/2023,STF,2023-11-27,53920.47,365,Serviços,53829864,6.81,DEMAIS,,1,0,998.319636,4,0,0,0.0,0,0,0
00531640000128-2-000042/2023,STF,2023-12-06,421498.6,365,Compras,100000,22.19,DEMAIS,0,1,0,0.237249,1,0,0,0.0,0,0,0
00531640000128-2-000033/2023,STF,2023-11-23,2358850.0,365,Compras,6709980000,62.67,DEMAIS,,1,0,2844.598003,11,1,0,0.1818,0,0,0
00531640000128-2-000003/2023,STF,2023-07-22,1889515.2,730,Cessão,1786196100,56.06,DEMAIS,,1,0,945.319784,59,2,0,0.0675,0,0,0
00531640000128-2-000007/2023,STF,2023-04-25,36300.0,395,Compras,5000000,19.34,DEMAIS,0,1,0,137.741047,6,0,0,0.0,0,0,0
00531640000128-2-000008/2023,STF,2023-03-30,33600.0,365,Serviços,0,56.58,DEMAIS,,1,0,,10,0,0,0.0,0,0,0
00531640000128-2-000009/2023,STF,2023-07-04,1144.85,1460,Serviços,0,51.8,DEMAIS,,1,0,,20,2,0,1.0784,0,1,1
00531640000128-2-000026/2023,STF,2023-10-26,0,365,Cessão,600000,2.78,EMPRESA DE PEQUENO PORTE,1,1,0,,3,0,0,0,0,0,0
00531640000128-2-000038/2023,STF,2023-12-01,7290.0,1095,Compras,2530000,51.36,DEMAIS,,1,0,347.050754,31,1,0,1.0,0,1,1
00531640000128-2-000040/2023,STF,2023-11-29,6452.3,457,Compras,210396200,25.46,DEMAIS,,1,0,32607.938255,3,0,0,0.0,0,0,0
00531640000128-2-000044/2023,STF,2023-12-04,240900.0,1157,Compras,270000,12.77,MICRO EMPRESA,1,1,0,1.120797,2,0,0,0.0,0,0,0
00531640000128-2-000012/2023,STF,2023-07-04,19500.0,730,Serviços,30000,10.95,EMPRESA DE PEQUENO PORTE,0,1,0,1.538462,3,0,0,0.0,0,0,0
00531640000128-2-000014/2023,STF,2023-09-13,0,365,Serviços,0,45.27,DEMAIS,,1,0,,1,0,0,0,0,0,0
00531640000128-2-000024/2023,STF,2023-10-24,254035.0,365,Cessão,110000,3.61,MICRO EMPRESA,1,1,0,0.433011,7,0,0,0.0,0,0,0
00531640000128-2-000052/2023,STF,2023-12-29,30000000.0,1826,Cessão,105300000000,52.9,DEMAIS,0,1,0,3510.0,20,0,0,0.0,0,0,0
00531640000128-2-000054/2023,STF,2023-12-22,36652.03,730,Cessão,10000,2.89,DEMAIS,,1,0,0.272836,4,2,0,1.0502,0,1,1
00531640000128-2-000008/2024,STF,2024-02-23,3579363.21,1123,Serviços,4346000,25.71,DEMAIS,,1,0,1.214182,1,0,0,0.0,0,0,0
00531640000128-2-000012/2024,STF,2024-03-08,16000.0,364,Serviços,70000,12.11,MICRO EMPRESA,1,1,0,4.375,44,0,0,0.0,0,0,0
00531640000128-2-000013/2024,STF,2024-02-21,28800.8,156,Compras,500000,6.67,MICRO EMPRESA,0,1,0,17.360629,1,1,1,0.0,0,1,1
00531640000128-2-000015/2024,STF,2024-02-16,11996746.92,1095,Serviços,5000000,26.76,DEMAIS,0,1,0,0.41678,1,0,0,0.0,0,0,0
00531640000128-2-000016/2024,STF,2024-02-27,93600.0,472,Serviços,100000,27.42,MICRO EMPRESA,1,1,0,1.068376,2,1,0,0.04,0,0,1
00531640000128-2-000019/2024,STF,2024-03-15,20238.84,1094,Serviços,2855839700,29.0,DEMAIS,,1,0,141106.886561,4,1,0,1.0,0,1,1
00531640000128-2-000021/2024,STF,2024-03-01,3155589.72,457,Serviços,0,15.45,DEMAIS,,1,0,,2,3,0,27.9036,0,1,1
00531640000128-2-000022/2024,STF,2024-05-02,29900.0,1094,Serviços,362222500,50.67,DEMAIS,,1,0,12114.464883,38,1,0,1.0,0,1,1
00531640000128-2-000024/2024,STF,2024-05-09,23758.61,1094,Compras,3423447.2,30.26,DEMAIS,,1,0,144.092908,203,1,0,1.0,0,1,1
00531640000128-2-000100/2023,STF,2023-12-07,78000.0,151,Serviços,150000,2.39,MICRO EMPRESA,0,1,0,1.923077,1,0,0,0.0,0,0,0
00531640000128-2-000101/2023,STF,2023-12-12,151300.0,1826,Compras,300000,0.53,MICRO EMPRESA,0,1,0,1.982816,3,0,0,0.0,0,0,0
00531640000128-2-000029/2024,STF,2024-05-17,60000.0,1094,Serviços,415097340,16.53,DEMAIS,,1,0,6918.289,12,1,0,1.0,0,1,1
00531640000128-2-000104/2023,STF,2023-12-22,32000.0,730,Serviços,50000,20.15,MICRO EMPRESA,1,1,0,1.5625,7,3,0,1.1641,0,1,1
00531640000128-2-000113/2023,STF,2023-12-26,62700.0,455,Compras,100000,25.42,MICRO EMPRESA,1,1,0,1.594896,6,0,0,0.0,0,0,0
00531640000128-2-000039/2024,STF,2024-05-29,33279.0,405,Serviços,500000,3.58,MICRO EMPRESA,1,1,0,15.02449,1,0,0,0.0,0,0,1
00531640000128-2-000063/2023,STF,2023-12-28,419577.08,1095,Cessão,20000,20.34,EMPRESA DE PEQUENO PORTE,0,1,0,0.047667,1,2,0,0.6046,0,1,1
00531640000128-2-000065/2023,STF,2024-01-15,4720.0,365,Compras,60000,0.84,MICRO EMPRESA,0,0,0,12.711864,1,0,0,0.0,0,0,0
00531640000128-2-000067/2023,STF,2024-01-17,18167.12,365,Compras,220000,13.3,MICRO EMPRESA,1,1,0,12.10979,8,0,0,0.0,0,0,0
00531640000128-2-000068/2023,STF,2024-01-17,91860.0,365,Compras,50000,4.29,MICRO EMPRESA,1,1,0,0.544307,1,0,0,0.0,0,0,0
00531640000128-2-000011/2024,STF,2024-01-31,841077.36,729,Serviços,17579184,21.29,DEMAIS,,1,0,20.900793,16,1,0,1.0,0,1,1
00531640000128-2-000014/2024,STF,2024-03-28,175000.0,729,Cessão,300000,18.21,EMPRESA DE PEQUENO PORTE,0,1,0,1.714286,6,0,0,0.0,0,0,0
00531640000128-2-000083/2023,STF,2023-05-24,22800.0,118,Serviços,770000,19.04,EMPRESA DE PEQUENO PORTE,1,1,0,33.77193,1,0,0,0.0,0,0,0
00531640000128-2-000084/2023,STF,2023-06-30,58541.93,1460,Compras,1500000,31.46,DEMAIS,,1,0,25.622661,62,0,0,0.0,0,0,1
00531640000128-2-000088/2023,STF,2023-07-24,37500.0,1826,Serviços,50000,3.44,MICRO EMPRESA,0,1,0,1.333333,1,0,0,0.0,0,0,0
00531640000128-2-000089/2023,STF,2023-08-07,8930.85,365,Serviços,50000,2.98,MICRO EMPRESA,0,1,0,5.598571,4,0,0,0.0,0,0,0
00531640000128-2-000090/2023,STF,2023-09-20,51779.0,365,Compras,150000,26.95,DEMAIS,,1,0,2.896927,4,0,0,0.0,0,0,0
00531640000128-2-000091/2023,STF,2023-09-29,500.0,727,Compras,2000,8.15,MICRO EMPRESA,1,1,0,4.0,5,1,0,1.0,0,1,1
00531640000128-2-000102/2023,STF,2023-12-30,138537.93,365,Compras,0,4.86,DEMAIS,,1,0,,1,0,0,0.0,0,0,0
00531640000128-2-000028/2024,STF,2024-05-14,66720.17,171,Compras,99800,4.92,EMPRESA DE PEQUENO PORTE,1,1,0,1.4958,2,1,1,0.0,0,1,1
00531640000128-2-000106/2023,STF,2023-12-15,100200.0,427,Compras,4000000,14.32,EMPRESA DE PEQUENO PORTE,0,1,0,39.92016,2,1,0,0.25,0,1,1
00531640000128-2-000107/2023,STF,2023-12-21,41600.0,365,Compras,60000,23.84,MICRO EMPRESA,1,1,0,1.442308,6,0,0,0.0,0,0,0
00531640000128-2-000108/2023,STF,2023-12-22,111876.0,365,Compras,180000,4.68,MICRO EMPRESA,1,1,0,1.608924,1,0,0,0.0,0,0,0
00531640000128-2-000109/2023,STF,2023-12-20,31100.0,365,Cessão,100000,9.14,EMPRESA DE PEQUENO PORTE,1,1,0,3.215434,4,0,0,0.0,0,0,0
00531640000128-2-000110/2023,STF,2023-12-21,5960500.0,365,Compras,6709980000,62.74,DEMAIS,,1,0,1125.741129,11,1,0,0.1818,0,0,0
00531640000128-2-000114/2023,STF,2023-12-27,68161.89,730,Serviços,110000,4.31,MICRO EMPRESA,1,1,0,1.613805,4,2,0,1.5,0,1,1
00531640000128-2-000115/2023,STF,2024-01-15,8000.0,365,Compras,100000,21.34,EMPRESA DE PEQUENO PORTE,1,1,0,12.5,1,0,0,0.0,0,0,0
00531640000128-2-000033/2024,STF,2024-01-24,4207882.94,330,Serviços,15000000,22.84,DEMAIS,,1,0,3.564738,6,0,0,0.0,0,0,0
00531640000128-2-000034/2024,STF,2024-01-16,6000.0,1095,Serviços,2000,8.44,MICRO EMPRESA,1,1,0,0.333333,5,1,0,0.0,0,0,0
00531640000128-2-000035/2024,STF,2024-02-20,31140.0,1094,Serviços,0,21.39,DEMAIS,,1,0,,5,0,0,0.0,0,0,0
00531640000128-2-000116/2023,STF,2023-12-07,0,1089,Cessão,0,32.88,DEMAIS,,1,0,,1,0,0,0,0,0,0
00531640000128-2-000056/2023,STF,2023-12-21,164674.9,455,Cessão,210396200,57.34,DEMAIS,,1,0,1277.645834,31,0,0,0.0,0,0,0
00531640000128-2-000078/2023,STF,2023-09-01,1597734.47,375,Obras,15000000,22.44,DEMAIS,,1,0,9.388293,6,0,0,0.0,0,0,0
00531640000128-2-000017/2024,STF,2024-03-12,7866896.8,568,Mão de Obra,0,33.96,DEMAIS,,1,0,,2,2,0,0.2559,0,1,1
00531640000128-2-000018/2024,STF,2024-04-02,183418.19,912,Serviços,0,5.03,DEMAIS,,1,0,,1,0,0,0.0,0,0,1
00531640000128-2-000020/2024,STF,2024-04-25,71604.11,622,Serviços de Saúde,60000,5.2,DEMAIS,0,1,0,0.837941,1,0,0,0.0,0,0,1
00531640000128-2-000092/2023,STF,2023-12-22,62400.0,1095,Cessão,30195000,8.69,DEMAIS,0,1,0,483.894231,1,1,0,0.2,0,0,0
00531640000128-2-000023/2024,STF,2024-03-08,12800.0,729,Serviços,20000,5.14,MICRO EMPRESA,1,1,0,1.5625,2,0,0,0.0,0,0,0
00531640000128-2-000095/2023,STF,2023-11-06,48233.35,230,Compras,80000,1.52,MICRO EMPRESA,1,0,0,1.658603,1,1,1,0.0,0,1,1
00531640000128-2-000081/2024,STF,2024-10-22,52041.0,1460,Compras,50000,22.61,MICRO EMPRESA,1,1,0,0.960781,8,0,0,0.0,0,0,1
00531640000128-2-000082/2024,STF,2024-10-23,10193150.89,373,Serviços,3010000,30.45,DEMAIS,,1,0,0.295296,3,2,0,1.0678,0,1,1
00531640000128-2-000083/2024,STF,2024-10-24,418500.0,580,Serviços,100000,13.44,MICRO EMPRESA,0,1,0,0.238949,1,0,0,0.0,0,0,1
00531640000128-2-000091/2024,STF,2024-11-12,729302.4,729,Serviços,28819040,11.61,DEMAIS,0,1,0,39.515899,1,0,0,0.0,0,0,0
00531640000128-2-000092/2024,STF,2024-11-19,9126.6,729,Serviços,2000000,11.98,DEMAIS,0,1,0,219.139658,1,0,0,0.0,0,0,0
00531640000128-2-000098/2024,STF,2024-11-27,3525.0,729,Compras,10000,14.97,MICRO EMPRESA,0,1,0,2.836879,22,1,0,1.0,0,1,1
00531640000128-2-000101/2024,STF,2024-12-05,28200.0,729,Serviços,100000,28.19,MICRO EMPRESA,1,1,0,3.546099,2,1,0,0.0,0,0,1
00531640000128-2-000093/2023,STF,2023-10-31,9900.0,396,Cessão,10000,9.92,DEMAIS,1,1,0,1.010101,1,0,0,0.0,0,0,0
00531640000128-2-000094/2023,STF,2023-10-31,12640.0,365,Compras,200000,26.37,DEMAIS,,1,0,15.822785,1,0,0,0.0,0,0,0
00531640000128-2-000111/2023,STF,2023-12-22,8075.0,1095,Cessão,99800,19.89,DEMAIS,0,1,0,12.359133,30,1,0,1.0,0,1,1
00531640000128-2-000112/2023,STF,2023-12-29,14625.0,365,Cessão,1000000,37.53,EMPRESA DE PEQUENO PORTE,0,1,0,68.376068,3,1,0,0.25,0,1,1
00531640000128-2-000124/2023,STF,2023-09-14,14608.0,395,Compras,79000,1.46,MICRO EMPRESA,1,1,0,5.407996,6,0,0,0.0,0,0,0
00531640000128-2-000053/2024,STF,2024-07-31,45567.34,364,Serviços,10600,13.97,DEMAIS,,1,0,0.232623,7,0,0,0.0,0,0,0
00531640000128-2-000056/2024,STF,2024-08-23,260999.94,364,Serviços,344790530,35.98,DEMAIS,,1,0,1321.036817,27,1,0,-0.3571,0,0,0
00531640000128-2-000059/2024,STF,2024-08-28,156252.0,152,Compras,10000,28.07,EMPRESA DE PEQUENO PORTE,1,1,0,0.063999,19,0,0,0.0,0,0,0
00531640000128-2-000062/2024,STF,2024-09-13,10387.0,152,Compras,300000,7.93,EMPRESA DE PEQUENO PORTE,1,1,0,28.882257,1,0,0,0.0,0,0,0
00531640000128-2-000076/2024,STF,2024-10-08,12336117.68,638,Serviços,4500000,28.53,DEMAIS,,1,0,0.364783,4,3,0,0.1417,0,0,1
00531640000128-2-000084/2024,STF,2024-10-23,1038500.0,911,Serviços,500000,24.92,DEMAIS,0,1,0,0.481464,3,0,0,0.0,0,0,0
00531640000128-2-000086/2024,STF,2024-11-04,46440.0,364,Serviços,1000,4.73,MICRO EMPRESA,0,1,0,0.021533,1,0,0,0.0,0,0,0
00531640000128-2-000088/2024,STF,2024-11-11,173750.0,729,Serviços,4500000,9.79,DEMAIS,,1,0,25.899281,10,1,0,0.25,0,1,1
00531640000128-2-000089/2024,STF,2024-11-11,47000.0,364,Compras,10000,17.3,MICRO EMPRESA,1,1,0,0.212766,7,0,0,0.0,0,0,0
00531640000128-2-000090/2024,STF,2024-11-11,114000.0,364,Compras,16000000,54.31,DEMAIS,,1,0,140.350877,43,0,0,0.0,0,0,0
00531640000128-2-000093/2024,STF,2024-11-14,1140928.0,729,Serviços,850000,13.14,DEMAIS,0,1,0,0.745008,5,0,0,0.0,0,0,0
00531640000128-2-000099/2024,STF,2024-11-21,30000.0,180,Serviços,10000,6.44,MICRO EMPRESA,1,1,0,0.333333,1,0,0,0.0,0,0,0
00531640000128-2-000100/2024,STF,2024-12-04,68000.0,364,Compras,100000,5.14,MICRO EMPRESA,1,1,0,1.470588,6,0,0,0.0,0,0,0
00531640000128-2-000106/2024,STF,2024-12-15,8379644.22,1460,Serviços,259606770,56.46,DEMAIS,,1,0,30.980643,3,1,0,0.0062,0,0,0
00531640000128-2-000030/2024,STF,2024-01-30,2002098.61,730,Serviços,40000000,16.86,DEMAIS,,1,0,19.979036,7,4,0,24.7719,0,1,1
00531640000128-2-000103/2023,STF,2023-12-30,3669451.29,1826,Obras,900000,32.66,DEMAIS,,1,0,0.245268,1,1,0,0.3596,0,1,1
00531640000128-2-000032/2024,STF,2024-05-23,1364834.12,729,Serviços,17600000,7.87,DEMAIS,,1,0,12.89534,8,0,0,0.0,0,0,0
00531640000128-2-000111/2024,STF,2024-12-26,162103.45,364,Compras,,,,,0,0,,0,0,0,0.0,0,0,0
00531640000128-2-000002/2024,STF,2024-01-09,218648.82,1095,Serviços,1000000,7.43,DEMAIS,0,1,0,4.573544,5,1,0,1.2,0,1,1
00531640000128-2-000070/2023,STF,2024-01-18,65006.8,1095,Serviços,6557442,10.46,DEMAIS,,1,0,100.87317,5,2,0,1.0475,0,1,1
00531640000128-2-000071/2023,STF,2024-01-10,59950.0,546,Serviços,0,54.03,DEMAIS,,1,0,,1,0,0,0.0,0,0,0
00531640000128-2-000123/2023,STF,2023-07-25,184691.88,1095,Serviços,930607300,30.08,DEMAIS,,1,0,5038.701756,14,1,0,0.0,0,0,1
00531640000128-2-000125/2023,STF,2023-09-26,14238.0,395,Compras,35000,0.44,MICRO EMPRESA,0,1,0,2.45821,1,0,0,0.0,0,0,0
00531640000128-2-000045/2024,STF,2024-07-05,4014233.3,631,Serviços,8000000,11.93,DEMAIS,,1,0,1.992909,2,2,0,0,0,0,1
00531640000128-2-000046/2024,STF,2024-07-04,234951.0,364,Compras,500000,6.69,EMPRESA DE PEQUENO PORTE,1,1,0,2.128103,6,0,0,0.0,0,0,0
00531640000128-2-000047/2024,STF,2024-07-11,165780.03,1094,Serviços,0,45.81,DEMAIS,,1,0,,1,1,0,1.0,0,1,1
00531640000128-2-000054/2024,STF,2024-08-12,39500.0,729,Serviços,10200,10.5,EMPRESA DE PEQUENO PORTE,1,1,0,0.258228,3,0,0,0.0,0,0,0
00531640000128-2-000112/2024,STF,2024-12-27,410926.0,1094,Cessão,40000,16.38,EMPRESA DE PEQUENO PORTE,0,1,0,0.097341,2,0,0,0.0,0,0,0
00531640000128-2-000085/2023,STF,2023-06-30,9984.0,1460,Serviços,1000,9.11,EMPRESA DE PEQUENO PORTE,0,1,0,0.10016,3,1,0,0.0,0,0,1
00531640000128-2-000086/2023,STF,2023-05-19,20700.0,365,Compras,3423447.2,29.28,DEMAIS,,1,0,165.383923,203,0,0,0.0,0,0,0
00531640000128-2-000096/2023,STF,2023-11-14,50508.0,365,Compras,851802,18.86,DEMAIS,,1,0,16.864695,1,0,0,0.0,0,0,0
00531640000128-2-000097/2023,STF,2023-11-24,62315.0,1095,Compras,2345043,57.25,DEMAIS,,1,0,37.632079,52,2,0,1.03,0,1,1
00531640000128-2-000098/2023,STF,2023-11-23,189451.0,457,Serviços,1700000,22.29,DEMAIS,0,1,0,8.973297,21,0,0,0.0,0,0,0
00531640000128-2-000099/2023,STF,2023-11-28,461310.44,1095,Serviços,5798413,25.49,DEMAIS,,1,0,12.569438,21,0,0,0.0,0,0,0
00531640000128-2-000025/2024,STF,2024-05-09,10409.2,364,Serviços,40000,28.81,EMPRESA DE PEQUENO PORTE,1,1,0,3.842754,6,0,0,0.0,0,0,0
00531640000128-2-000026/2024,STF,2024-05-13,2788792.11,1094,Serviços,500000,33.09,EMPRESA DE PEQUENO PORTE,0,1,0,0.179289,3,1,0,1.0,0,1,1
00531640000128-2-000027/2024,STF,2024-05-13,140000.0,1094,Cessão,100000,2.18,DEMAIS,0,1,0,0.714286,5,1,0,1.0,0,1,1
00531640000128-2-000037/2024,STF,2024-02-01,862462.08,1550,Serviços,50000000,19.24,DEMAIS,,1,0,57.973563,1,0,0,0.0,0,0,0
00531640000128-2-000038/2024,STF,2024-02-29,132272.0,365,Compras,99800,26.34,MICRO EMPRESA,1,1,0,0.754506,11,1,0,0.0769,0,0,0
00531640000128-2-000122/2023,STF,2023-11-08,53449.62,365,Cessão,100000,0.87,EMPRESA DE PEQUENO PORTE,0,1,0,1.870921,1,3,0,0.0836,0,0,0
00531640000128-2-000041/2024,STF,2024-06-11,105000.0,364,Serviços,10000,3.41,EMPRESA DE PEQUENO PORTE,1,1,0,0.095238,1,0,0,0.0,0,0,0
00531640000128-2-000048/2024,STF,2024-07-17,124046.82,821,Cessão,8000000,26.26,DEMAIS,,1,0,64.491778,10,0,0,0.0,0,0,0
00531640000128-2-000066/2024,STF,2024-09-18,1489120.63,1461,Serviços,930607300,4.79,DEMAIS,,1,0,624.937484,2,0,0,0.0,0,0,0
00531640000128-2-000103/2024,STF,2024-12-04,117200.0,364,Compras,120000,28.19,MICRO EMPRESA,0,1,0,1.023891,4,0,0,0.0,0,0,0
00531640000128-2-000061/2024,STF,2024-08-28,86806.5,729,Serviços,6108307,19.27,DEMAIS,,1,0,70.366931,1,1,0,1.0,0,1,1
00531640000128-2-000078/2024,STF,2024-10-10,29469.0,364,Compras,200000,17.79,EMPRESA DE PEQUENO PORTE,1,1,0,6.786793,4,0,0,0.0,0,0,0
00531640000128-2-000079/2024,STF,2024-10-10,33025.0,364,Compras,650000,12.35,EMPRESA DE PEQUENO PORTE,0,1,0,19.682059,7,0,0,0.0,0,0,0
00531640000128-2-000107/2024,STF,2024-12-11,8997.75,729,Serviços,99800,20.87,DEMAIS,0,1,0,11.091662,30,1,0,1.0,0,1,1
00531640000128-2-000108/2024,STF,2024-12-18,329000.0,364,Compras,120000,28.23,MICRO EMPRESA,0,1,0,0.364742,4,0,0,0.0,0,0,0
00531640000128-2-000109/2024,STF,2024-12-18,492400.0,364,Compras,650000,12.54,EMPRESA DE PEQUENO PORTE,0,1,0,1.320065,7,0,0,0.0,0,0,0
00531640000128-2-000110/2024,STF,2024-12-18,304800.0,364,Compras,50000,1.5,MICRO EMPRESA,1,1,0,0.164042,1,0,0,0.0,0,0,0
00531640000128-2-000113/2024,STF,2024-11-18,4651.0,364,Compras,99800,26.48,EMPRESA DE PEQUENO PORTE,0,1,0,21.457751,3,0,0,0.0,0,0,0
00531640000128-2-000114/2024,STF,2024-11-18,7978.0,364,Compras,41500,44.13,EMPRESA DE PEQUENO PORTE,1,1,0,5.201805,2,0,0,0.0,0,0,0
00531640000128-2-000115/2024,STF,2024-12-30,11749.0,364,Compras,30000,10.86,MICRO EMPRESA,1,1,0,2.553409,5,0,0,0.0,0,0,0
00531640000128-2-000116/2024,STF,2024-12-30,24000.0,364,Compras,500000,3.99,MICRO EMPRESA,1,1,0,20.833333,1,0,0,0.0,0,0,0
00531640000128-2-000117/2024,STF,2024-12-30,18900.0,364,Compras,100000,19.97,MICRO EMPRESA,1,1,0,5.291005,1,0,0,0.0,0,0,0
00531640000128-2-000118/2024,STF,2024-12-30,6000.0,729,Compras,2000,15.4,MICRO EMPRESA,1,1,0,0.333333,1,1,0,1.0,0,1,1
00531640000128-2-000119/2024,STF,2024-12-30,17850.0,364,Compras,20000,1.58,DEMAIS,0,1,0,1.120448,4,0,0,0.0,0,0,0
00531640000128-2-000120/2024,STF,2024-12-30,16485.0,364,Compras,30000,10.86,MICRO EMPRESA,1,1,0,1.819836,5,0,0,0.0,0,0,0
00531640000128-2-000121/2024,STF,2024-12-30,14920.0,729,Compras,20000,2.4,EMPRESA DE PEQUENO PORTE,1,1,0,1.340483,2,1,0,1.0,0,1,1
00531640000128-2-000122/2024,STF,2024-12-30,5375.0,364,Compras,20000,10.56,MICRO EMPRESA,1,1,0,3.72093,3,1,0,0.25,0,1,1
00531640000128-2-000126/2024,STF,2024-12-30,1095121.04,729,Compras,7000000,16.42,DEMAIS,,1,0,6.391988,9,0,0,0.0,0,0,0
00531640000128-2-000127/2024,STF,2024-12-31,5185207.43,1825,Compras,70000,11.77,DEMAIS,0,1,0,0.0135,2,2,0,0.081,0,0,0
00531640000128-2-000147/2024,STF,2024-12-30,1320862.4,345,Compras,205000,5.53,DEMAIS,,1,0,0.155202,111,1,0,0.1085,0,0,0
00531640000128-2-000148/2024,STF,2024-12-30,559000.0,1247,Serviços,600000,3.56,DEMAIS,,1,0,1.073345,2,1,0,1.0,0,1,1
00531640000128-2-000154/2024,STF,2024-12-30,428400.0,1094,Compras,600000,3.56,DEMAIS,,1,0,1.40056,2,0,0,0.0,0,0,0
00531640000128-2-000155/2024,STF,2024-12-31,140610.0,150,Compras,10000,28.42,EMPRESA DE PEQUENO PORTE,1,1,0,0.071119,19,0,0,0.0,0,0,0
00531640000128-2-000156/2024,STF,2024-12-30,187728.0,426,Compras,1200000,26.83,DEMAIS,,1,0,6.392227,3,0,0,0.0,0,0,0
00531640000128-2-000158/2024,STF,2024-12-30,469502.0,3043,Compras,2889417,2.1,DEMAIS,,1,0,6.154217,3,0,0,0.0,0,0,0
00531640000128-2-000159/2024,STF,2024-12-31,109297.92,150,Compras,100000,4.13,EMPRESA DE PEQUENO PORTE,1,1,0,0.91493,22,0,0,0.0,0,0,0
00531640000128-2-000162/2024,STF,2025-01-08,21100.0,364,Compras,30000,10.88,MICRO EMPRESA,1,1,0,1.421801,5,0,0,0.0,0,0,0
00531640000128-2-000001/2025,STF,2025-01-09,7500000.0,729,Serviços,6157372400,38.51,DEMAIS,,1,0,820.982987,1,0,0,0.0,0,0,0
00531640000128-2-000002/2025,STF,2025-01-17,15799428.15,910,Serviços,5000000,17.59,DEMAIS,0,1,0,0.316467,6,0,0,0.0,0,0,0
00531640000128-2-000005/2025,STF,2025-01-22,45000.0,729,Serviços,50000,20.93,MICRO EMPRESA,1,1,0,1.111111,1,1,0,1.0,0,1,1
00531640000128-2-000009/2025,STF,2025-02-13,0,1825,Serviços,120000000000,58.54,DEMAIS,0,1,0,,22,0,0,0,0,0,0
00531640000128-2-000016/2025,STF,2025-03-27,285121.48,913,Serviços,200000,24.18,DEMAIS,0,1,0,0.701455,1,0,0,0.0,0,0,0
00531640000128-2-000022/2025,STF,2025-04-25,27046.99,364,Cessão,150000,30.15,EMPRESA DE PEQUENO PORTE,1,1,0,5.545904,1,0,0,0.0,0,0,0
00531640000128-2-000024/2025,STF,2025-05-15,13900.0,364,Serviços,50000,6.5,EMPRESA DE PEQUENO PORTE,1,1,0,3.597122,3,0,0,0.0,0,0,0
00531640000128-2-000027/2025,STF,2025-05-27,39950.0,364,Compras,50000,18.95,MICRO EMPRESA,1,1,0,1.251564,1,0,0,0.0,0,0,0
00531640000128-2-000028/2025,STF,2025-05-27,55900.0,183,Serviços,0,4.79,DEMAIS,,1,0,,1,0,0,0.0,0,0,0
00531640000128-2-000035/2025,STF,2025-06-09,338460.0,255,Serviços,5000000,10.48,DEMAIS,0,1,0,14.772794,1,1,1,0.0,0,1,1
00531640000128-2-000039/2025,STF,2025-06-16,434370.0,912,Serviços,250000,23.79,DEMAIS,0,1,0,0.575546,1,0,0,0.0,0,0,0
00531640000128-2-000160/2024,STF,2025-01-08,30535.0,364,Compras,20000,5.39,MICRO EMPRESA,1,1,0,0.654986,1,0,0,0.0,0,0,0
00531640000128-2-000161/2024,STF,2025-01-08,2655.0,729,Compras,300000,0.33,MICRO EMPRESA,1,1,0,112.99435,1,1,0,1.0,0,1,1
00531640000128-2-000011/2025,STF,2025-02-17,96974999.82,729,Serviços,14550000,25.39,DEMAIS,,1,0,0.150039,1,2,0,0.0201,0,0,0
00531640000128-2-000019/2025,STF,2025-04-14,35296.25,729,Compras,100000,5.42,EMPRESA DE PEQUENO PORTE,0,1,0,2.833162,4,1,0,0.0,0,0,1
00531640000128-2-000029/2025,STF,2025-05-28,349533.98,364,Compras,22260000,7.49,DEMAIS,,1,0,63.684795,3,0,0,0.0,0,0,0
00531640000128-2-000032/2025,STF,2025-06-05,629999.99,121,Compras,30000,42.01,DEMAIS,0,1,0,0.047619,2,0,0,0.0,0,0,0
00531640000128-2-000038/2025,STF,2025-06-11,5321590.0,729,Serviços,1000000,18.85,DEMAIS,0,1,0,0.187914,1,1,0,0.0,0,0,0
00531640000128-2-000040/2025,STF,2025-06-27,1685651.82,487,Mão de Obra,40000000,18.26,DEMAIS,,1,0,23.729693,7,4,0,3.5428,0,1,1
00531640000128-2-000043/2025,STF,2025-07-07,131845.68,1095,Serviços,200000,1.85,MICRO EMPRESA,,1,0,1.516925,1,0,0,0.0,0,0,0
00531640000128-2-000163/2024,STF,2024-12-30,549998.0,364,Compras,200000,23.72,EMPRESA DE PEQUENO PORTE,1,1,0,0.363638,2,0,0,0.0,0,0,0
00531640000128-2-000003/2025,STF,2025-01-20,7500000.0,1825,Serviços,6949111300,19.39,DEMAIS,,1,0,926.548173,1,0,0,0.0,0,0,0
00531640000128-2-000004/2025,STF,2025-01-22,112107.0,1094,Serviços,100000,12.34,MICRO EMPRESA,1,1,0,0.892005,1,0,0,0.0,0,0,0
00531640000128-2-000006/2025,STF,2025-01-22,1500000.0,364,Serviços,1944674200,19.49,DEMAIS,,1,0,1296.449467,8,0,0,0.0,0,0,0
00531640000128-2-000007/2025,STF,2025-01-29,2450000.0,364,Serviços,1944674200,19.51,DEMAIS,,1,0,793.744571,8,0,0,0.0,0,0,0
00531640000128-2-000008/2025,STF,2025-01-29,3700000.0,364,Serviços,1944674200,19.51,DEMAIS,,1,0,525.587622,8,0,0,0.0,0,0,0
